state,sex,min_age,max_age,population
New Mexico,M,40,44.0,58371
New York,M,40,44.0,568660
North Carolina,M,40,44.0,310152
North Dakota,M,40,44.0,21473
Ohio,M,40,44.0,331082
Oklahoma,M,40,44.0,114994
Oregon,M,40,44.0,134395
Pennsylvania,M,40,44.0,356053
Rhode Island,M,40,44.0,29001
South Carolina,M,40,44.0,143322
South Dakota,M,40,44.0,24679
Tennessee,M,40,44.0,200452
Texas,M,40,44.0,924057
Utah,M,40,44.0,103646
Vermont,M,40,44.0,16870
Virginia,M,40,44.0,261041
Washington,M,40,44.0,236117
West Virginia,M,40,44.0,54013
Wisconsin,M,40,44.0,168401
Wyoming,M,40,44.0,17470
Alabama,F,40,44.0,149037
Alaska,F,40,44.0,20496
Arizona,F,40,44.0,209830
Arkansas,F,40,44.0,89269
California,F,40,44.0,1248032
Colorado,F,40,44.0,177607
Connecticut,F,40,44.0,105090
Delaware,F,40,44.0,27201
District of Columbia,F,40,44.0,21897
Florida,F,40,44.0,633891
Georgia,F,40,44.0,346355
Hawaii,F,40,44.0,41522
Idaho,F,40,44.0,51543
Illinois,F,40,44.0,393317
Indiana,F,40,44.0,198403
Iowa,F,40,44.0,87467
Kansas,F,40,44.0,82232
Kentucky,F,40,44.0,134792
Louisiana,F,40,44.0,136794
Maine,F,40,44.0,37585
Maryland,F,40,44.0,188181
Massachusetts,F,40,44.0,204773
Michigan,F,40,44.0,284426
Minnesota,F,40,44.0,160856
Mississippi,F,40,44.0,90516
Missouri,F,40,44.0,176375
Montana,F,40,44.0,28922
Nebraska,F,40,44.0,54625
Nevada,F,40,44.0,95382
New Hampshire,F,40,44.0,37672
New Jersey,F,40,44.0,281525
New Mexico,F,40,44.0,58819
New York,F,40,44.0,590141
North Carolina,F,40,44.0,327149
North Dakota,F,40,44.0,19034
Ohio,F,40,44.0,335905
Oklahoma,F,40,44.0,113984
Oregon,F,40,44.0,131024
Pennsylvania,F,40,44.0,359726
Rhode Island,F,40,44.0,29780
South Carolina,F,40,44.0,152001
South Dakota,F,40,44.0,23223
Tennessee,F,40,44.0,206932
Texas,F,40,44.0,926888
Utah,F,40,44.0,99609
Vermont,F,40,44.0,17127
Virginia,F,40,44.0,265208
Washington,F,40,44.0,230608
West Virginia,F,40,44.0,53517
Wisconsin,F,40,44.0,164518
Wyoming,F,40,44.0,16085
Alabama,M,45,49.0,151761
Alaska,M,45,49.0,22764
Arizona,M,45,49.0,215346
Arkansas,M,45,49.0,90727
California,M,45,49.0,1278946
Colorado,M,45,49.0,187909
Connecticut,M,45,49.0,113742
Delaware,M,45,49.0,28213
District of Columbia,M,45,49.0,19559
Florida,M,45,49.0,666092
Georgia,M,45,49.0,348369
Hawaii,M,45,49.0,43118
Idaho,M,45,49.0,51275
Illinois,M,45,49.0,404889
Indiana,M,45,49.0,209454
Iowa,M,45,49.0,92073
Kansas,M,45,49.0,83762
Kentucky,M,45,49.0,142150
Louisiana,M,45,49.0,134648
Maine,M,45,49.0,42055
Maryland,M,45,49.0,191395
Massachusetts,M,45,49.0,215061
Michigan,M,45,49.0,311311
Minnesota,M,45,49.0,170063
Mississippi,M,45,49.0,88806
Missouri,M,45,49.0,182757
Montana,M,45,49.0,29794
Nebraska,M,45,49.0,55603
Nevada,M,45,49.0,101959
New Hampshire,M,45,49.0,44547
New Jersey,M,45,49.0,295037
New Mexico,M,45,49.0,58819
New York,M,45,49.0,604283
North Carolina,M,45,49.0,340439
North Dakota,M,45,49.0,20341
Ohio,M,45,49.0,362438
Oklahoma,M,45,49.0,116160
Oregon,M,45,49.0,133433
Pennsylvania,M,45,49.0,395449
Rhode Island,M,45,49.0,32082
South Carolina,M,45,49.0,155142
South Dakota,M,45,49.0,24072
Tennessee,M,45,49.0,217599
Texas,M,45,49.0,916482
Utah,M,45,49.0,87541
Vermont,M,45,49.0,19083
Virginia,M,45,49.0,275013
Washington,M,45,49.0,239658
West Virginia,M,45,49.0,58577
Wisconsin,M,45,49.0,177384
Wyoming,M,45,49.0,16815
Alabama,F,45,49.0,161205
Alaska,F,45,49.0,20794
Arizona,F,45,49.0,216819
Arkansas,F,45,49.0,93445
California,F,45,49.0,1289137
Colorado,F,45,49.0,179672
Connecticut,F,45,49.0,121234
Delaware,F,45,49.0,30219
District of Columbia,F,45,49.0,19228
Florida,F,45,49.0,685763
Georgia,F,45,49.0,370050
Hawaii,F,45,49.0,42387
Idaho,F,45,49.0,50397
Illinois,F,45,49.0,413004
Indiana,F,45,49.0,209632
Iowa,F,45,49.0,90194
Kansas,F,45,49.0,83227
Kentucky,F,45,49.0,143482
Louisiana,F,45,49.0,140798
Maine,F,45,49.0,43655
Maryland,F,45,49.0,205946
Massachusetts,F,45,49.0,228732
Michigan,F,45,49.0,318601
Minnesota,F,45,49.0,166859
Mississippi,F,45,49.0,95527
Missouri,F,45,49.0,187182
Montana,F,45,49.0,29092
Nebraska,F,45,49.0,54087
Nevada,F,45,49.0,99666
New Hampshire,F,45,49.0,45321
New Jersey,F,45,49.0,307303
New Mexico,F,45,49.0,60464
New York,F,45,49.0,635731
North Carolina,F,45,49.0,356855
North Dakota,F,45,49.0,18871
Ohio,F,45,49.0,370088
Oklahoma,F,45,49.0,116158
Oregon,F,45,49.0,130875
Pennsylvania,F,45,49.0,402144
Rhode Island,F,45,49.0,34061
South Carolina,F,45,49.0,164980
South Dakota,F,45,49.0,23169
Tennessee,F,45,49.0,225211
Texas,F,45,49.0,930885
Utah,F,45,49.0,85127
Vermont,F,45,49.0,19449
Virginia,F,45,49.0,283068
Washington,F,45,49.0,234750
West Virginia,F,45,49.0,57911
Wisconsin,F,45,49.0,174960
Wyoming,F,45,49.0,15725
Alabama,M,50,54.0,152594
Alaska,M,50,54.0,23231
Arizona,M,50,54.0,206038
Arkansas,M,50,54.0,90653
California,M,50,54.0,1246725
Colorado,M,50,54.0,171416
Connecticut,M,50,54.0,125855
Delaware,M,50,54.0,30528
District of Columbia,M,50,54.0,18277
Florida,M,50,54.0,680591
Georgia,M,50,54.0,337137
Hawaii,M,50,54.0,42248
Idaho,M,50,54.0,49121
Illinois,M,50,54.0,405372
Indiana,M,50,54.0,208541
Iowa,M,50,54.0,94763
Kansas,M,50,54.0,84398
Kentucky,M,50,54.0,143163
Louisiana,M,50,54.0,139465
Maine,M,50,54.0,46117
Maryland,M,50,54.0,202160
Massachusetts,M,50,54.0,231746
Michigan,M,50,54.0,325799
Minnesota,M,50,54.0,177532
Mississippi,M,50,54.0,88885
Missouri,M,50,54.0,187627
Montana,M,50,54.0,30602
Nebraska,M,50,54.0,55548
Nevada,M,50,54.0,98284
New Hampshire,M,50,54.0,49602
New Jersey,M,50,54.0,307752
New Mexico,M,50,54.0,59230
New York,M,50,54.0,636980
North Carolina,M,50,54.0,331494
North Dakota,M,50,54.0,20796
Ohio,M,50,54.0,371161
Oklahoma,M,50,54.0,112869
Oregon,M,50,54.0,124054
Pennsylvania,M,50,54.0,420607
Rhode Island,M,50,54.0,35454
South Carolina,M,50,54.0,156587
South Dakota,M,50,54.0,25248
Tennessee,M,50,54.0,214805
Texas,M,50,54.0,846139
Utah,M,50,54.0,75353
Vermont,M,50,54.0,20608
Virginia,M,50,54.0,277039
Washington,M,50,54.0,229481
West Virginia,M,50,54.0,58902
Wisconsin,M,50,54.0,192156
Wyoming,M,50,54.0,16474
Alabama,F,50,54.0,161898
Alaska,F,50,54.0,21328
Arizona,F,50,54.0,212587
Arkansas,F,50,54.0,93842
California,F,50,54.0,1257166
Colorado,F,50,54.0,171174
Connecticut,F,50,54.0,134120
Delaware,F,50,54.0,33531
District of Columbia,F,50,54.0,18389
Florida,F,50,54.0,713926
Georgia,F,50,54.0,355882
Hawaii,F,50,54.0,42871
Idaho,F,50,54.0,49132
Illinois,F,50,54.0,416585
Indiana,F,50,54.0,212197
Iowa,F,50,54.0,94301
Kansas,F,50,54.0,84550
Kentucky,F,50,54.0,148019
Louisiana,F,50,54.0,148395
Maine,F,50,54.0,48346
Maryland,F,50,54.0,219426
Massachusetts,F,50,54.0,245992
Michigan,F,50,54.0,334349
Minnesota,F,50,54.0,177037
Mississippi,F,50,54.0,95575
Missouri,F,50,54.0,194122
Montana,F,50,54.0,30790
Nebraska,F,50,54.0,54733
Nevada,F,50,54.0,95430
New Hampshire,F,50,54.0,50772
New Jersey,F,50,54.0,325782
New Mexico,F,50,54.0,62352
New York,F,50,54.0,678135
North Carolina,F,50,54.0,349052
North Dakota,F,50,54.0,19997
Ohio,F,50,54.0,381190
Oklahoma,F,50,54.0,115123
Oregon,F,50,54.0,124312
Pennsylvania,F,50,54.0,434581
Rhode Island,F,50,54.0,37773
South Carolina,F,50,54.0,169749
South Dakota,F,50,54.0,24592
Tennessee,F,50,54.0,225180
Texas,F,50,54.0,859451
Utah,F,50,54.0,74152
Vermont,F,50,54.0,21579
Virginia,F,50,54.0,290264
Washington,F,50,54.0,229642
West Virginia,F,50,54.0,59063
Wisconsin,F,50,54.0,193057
Wyoming,F,50,54.0,15866
Alabama,M,55,59.0,161560
Alaska,M,55,59.0,25514
Arizona,M,55,59.0,213916
Arkansas,M,55,59.0,96542
California,M,55,59.0,1236166
Colorado,M,55,59.0,179841
Connecticut,M,55,59.0,130310
Delaware,M,55,59.0,32533
District of Columbia,M,55,59.0,17999
Florida,M,55,59.0,705738
Georgia,M,55,59.0,327533
Hawaii,M,55,59.0,45061
Idaho,M,55,59.0,53309
Illinois,M,55,59.0,423511
Indiana,M,55,59.0,220348
Iowa,M,55,59.0,105699
Kansas,M,55,59.0,93571
Kentucky,M,55,59.0,149263
Louisiana,M,55,59.0,149933
Maine,M,55,59.0,51974
Maryland,M,55,59.0,206275
Massachusetts,M,55,59.0,238679
Michigan,M,55,59.0,350405
Minnesota,M,55,59.0,196197
Mississippi,M,55,59.0,94724
Missouri,M,55,59.0,209798
Montana,M,55,59.0,36440
Nebraska,M,55,59.0,62243
Nevada,M,55,59.0,97211
New Hampshire,M,55,59.0,54345
New Jersey,M,55,59.0,314715
New Mexico,M,55,59.0,67201
New York,M,55,59.0,654292
North Carolina,M,55,59.0,332859
North Dakota,M,55,59.0,24494
Ohio,M,55,59.0,399353
Oklahoma,M,55,59.0,124388
Oregon,M,55,59.0,130895
Pennsylvania,M,55,59.0,448564
Rhode Island,M,55,59.0,36852
South Carolina,M,55,59.0,163480
South Dakota,M,55,59.0,29365
Tennessee,M,55,59.0,219123
Texas,M,55,59.0,839230
Utah,M,55,59.0,76341
Vermont,M,55,59.0,23640
Virginia,M,55,59.0,283026
Washington,M,55,59.0,242365
West Virginia,M,55,59.0,62149
Wisconsin,M,55,59.0,210643
Wyoming,M,55,59.0,19714
Alabama,F,55,59.0,175251
Alaska,F,55,59.0,23732
Arizona,F,55,59.0,228169
Arkansas,F,55,59.0,101621
California,F,55,59.0,1282644
Colorado,F,55,59.0,187435
Connecticut,F,55,59.0,139157
Delaware,F,55,59.0,36260
District of Columbia,F,55,59.0,18677
Florida,F,55,59.0,764842
Georgia,F,55,59.0,354814
Hawaii,F,55,59.0,45746
Idaho,F,55,59.0,55299
Illinois,F,55,59.0,444087
Indiana,F,55,59.0,230574
Iowa,F,55,59.0,108208
Kansas,F,55,59.0,98118
Kentucky,F,55,59.0,158618
Louisiana,F,55,59.0,162400
Maine,F,55,59.0,55178
Maryland,F,55,59.0,226038
Massachusetts,F,55,59.0,253795
Michigan,F,55,59.0,365873
Minnesota,F,55,59.0,198725
Mississippi,F,55,59.0,103974
Missouri,F,55,59.0,220488
Montana,F,55,59.0,38083
Nebraska,F,55,59.0,63304
Nevada,F,55,59.0,97070
New Hampshire,F,55,59.0,56576
New Jersey,F,55,59.0,332058
New Mexico,F,55,59.0,72063
New York,F,55,59.0,704401
North Carolina,F,55,59.0,363111
North Dakota,F,55,59.0,23981
Ohio,F,55,59.0,422049
Oklahoma,F,55,59.0,130638
Oregon,F,55,59.0,139134
Pennsylvania,F,55,59.0,473231
Rhode Island,F,55,59.0,40122
South Carolina,F,55,59.0,181275
South Dakota,F,55,59.0,29946
Tennessee,F,55,59.0,237414
Texas,F,55,59.0,873671
Utah,F,55,59.0,79021
Vermont,F,55,59.0,25057
Virginia,F,55,59.0,300016
Washington,F,55,59.0,249311
West Virginia,F,55,59.0,65609
Wisconsin,F,55,59.0,215114
Wyoming,F,55,59.0,19680
Alabama,M,60,64.0,149995
Alaska,M,60,64.0,23113
Arizona,M,60,64.0,199268
Arkansas,M,60,64.0,88463
California,M,60,64.0,1088287
Colorado,M,60,64.0,166684
Connecticut,M,60,64.0,116986
Delaware,M,60,64.0,31068
District of Columbia,M,60,64.0,15465
Florida,M,60,64.0,645062
Georgia,M,60,64.0,283259
Hawaii,M,60,64.0,43651
Idaho,M,60,64.0,51470
Illinois,M,60,64.0,383574
Indiana,M,60,64.0,204685
Iowa,M,60,64.0,100617
Kansas,M,60,64.0,88489
Kentucky,M,60,64.0,138345
Louisiana,M,60,64.0,139573
Maine,M,60,64.0,50413
Maryland,M,60,64.0,179175
Massachusetts,M,60,64.0,213013
Michigan,M,60,64.0,330902
Minnesota,M,60,64.0,177250
Mississippi,M,60,64.0,88383
Missouri,M,60,64.0,191329
Montana,M,60,64.0,37260
Nebraska,M,60,64.0,57747
Nevada,M,60,64.0,88508
New Hampshire,M,60,64.0,49890
New Jersey,M,60,64.0,273515
New Mexico,M,60,64.0,63771
New York,M,60,64.0,588558
North Carolina,M,60,64.0,303496
North Dakota,M,60,64.0,23375
Ohio,M,60,64.0,380035
Oklahoma,M,60,64.0,114260
Oregon,M,60,64.0,130881
Pennsylvania,M,60,64.0,428520
Rhode Island,M,60,64.0,34321
South Carolina,M,60,64.0,154516
South Dakota,M,60,64.0,28913
Tennessee,M,60,64.0,203083
Texas,M,60,64.0,730794
Utah,M,60,64.0,70946
Vermont,M,60,64.0,23350
Virginia,M,60,64.0,249559
Washington,M,60,64.0,227038
West Virginia,M,60,64.0,63487
Wisconsin,M,60,64.0,194865
Wyoming,M,60,64.0,20329
Alabama,F,60,64.0,168373
Alaska,F,60,64.0,22243
Arizona,F,60,64.0,224924
Arkansas,F,60,64.0,97841
California,F,60,64.0,1174129
Colorado,F,60,64.0,176640
Connecticut,F,60,64.0,125352
Delaware,F,60,64.0,35778
District of Columbia,F,60,64.0,18161
Florida,F,60,64.0,738959
Georgia,F,60,64.0,320076
Hawaii,F,60,64.0,46269
Idaho,F,60,64.0,54772
Illinois,F,60,64.0,414015
Indiana,F,60,64.0,217679
Iowa,F,60,64.0,103013
Kansas,F,60,64.0,93247
Kentucky,F,60,64.0,151119
Louisiana,F,60,64.0,154360
Maine,F,60,64.0,54416
Maryland,F,60,64.0,201246
Massachusetts,F,60,64.0,233680
Michigan,F,60,64.0,355624
Minnesota,F,60,64.0,182273
Mississippi,F,60,64.0,98812
Missouri,F,60,64.0,207926
Montana,F,60,64.0,39604
Nebraska,F,60,64.0,59754
Nevada,F,60,64.0,93772
New Hampshire,F,60,64.0,51704
New Jersey,F,60,64.0,299043
New Mexico,F,60,64.0,71112
New York,F,60,64.0,647370
North Carolina,F,60,64.0,343517
North Dakota,F,60,64.0,22973
Ohio,F,60,64.0,410111
Oklahoma,F,60,64.0,124158
Oregon,F,60,64.0,143575
Pennsylvania,F,60,64.0,459490
Rhode Island,F,60,64.0,37863
South Carolina,F,60,64.0,179028
South Dakota,F,60,64.0,29037
Tennessee,F,60,64.0,226554
Texas,F,60,64.0,790595
Utah,F,60,64.0,73852
Vermont,F,60,64.0,24442
Virginia,F,60,64.0,274271
Washington,F,60,64.0,242157
West Virginia,F,60,64.0,67125
Wisconsin,F,60,64.0,199955
Wyoming,F,60,64.0,20126
Alabama,M,65,69.0,125476
Alaska,M,65,69.0,18106
Arizona,M,65,69.0,181253
Arkansas,M,65,69.0,76090
California,M,65,69.0,869380
Colorado,M,65,69.0,138241
Connecticut,M,65,69.0,89542
Delaware,M,65,69.0,27350
District of Columbia,M,65,69.0,12184
Florida,M,65,69.0,585823
Georgia,M,65,69.0,228680
Hawaii,M,65,69.0,39932
Idaho,M,65,69.0,46085
Illinois,M,65,69.0,305975
Indiana,M,65,69.0,166330
Iowa,M,65,69.0,84441
Kansas,M,65,69.0,72688
Kentucky,M,65,69.0,115737
Louisiana,M,65,69.0,113490
Maine,M,65,69.0,43871
Maryland,M,65,69.0,140655
Massachusetts,M,65,69.0,171603
Michigan,M,65,69.0,272209
Minnesota,M,65,69.0,143306
Mississippi,M,65,69.0,73135
Missouri,M,65,69.0,156141
Montana,M,65,69.0,34234
Nebraska,M,65,69.0,47903
Nevada,M,65,69.0,76494
New Hampshire,M,65,69.0,40389
New Jersey,M,65,69.0,210670
New Mexico,M,65,69.0,57135
New York,M,65,69.0,473094
North Carolina,M,65,69.0,257565
North Dakota,M,65,69.0,18996
Ohio,M,65,69.0,310069
Oklahoma,M,65,69.0,94101
Oregon,M,65,69.0,120409
Pennsylvania,M,65,69.0,350805
Rhode Island,M,65,69.0,27378
South Carolina,M,65,69.0,138668
South Dakota,M,65,69.0,25141
Tennessee,M,65,69.0,171137
Texas,M,65,69.0,575843
Utah,M,65,69.0,57532
Vermont,M,65,69.0,19994
Virginia,M,65,69.0,202442
Washington,M,65,69.0,191594
West Virginia,M,65,69.0,57393
Wisconsin,M,65,69.0,161017
Wyoming,M,65,69.0,17087
Alabama,F,65,69.0,145323
Alaska,F,65,69.0,16972
Arizona,F,65,69.0,208476
Arkansas,F,65,69.0,86471
California,F,65,69.0,983722
Colorado,F,65,69.0,149836
Connecticut,F,65,69.0,100778
Delaware,F,65,69.0,32164
District of Columbia,F,65,69.0,15800
Florida,F,65,69.0,686057
Georgia,F,65,69.0,272296
Hawaii,F,65,69.0,42560
Idaho,F,65,69.0,48460
Illinois,F,65,69.0,343599
Indiana,F,65,69.0,184195
Iowa,F,65,69.0,88252
Kansas,F,65,69.0,77574
Kentucky,F,65,69.0,129322
Louisiana,F,65,69.0,129395
Maine,F,65,69.0,47856
Maryland,F,65,69.0,166623
Massachusetts,F,65,69.0,195647
Michigan,F,65,69.0,299747
Minnesota,F,65,69.0,151176
Mississippi,F,65,69.0,84276
Missouri,F,65,69.0,176368
Montana,F,65,69.0,34488
Nebraska,F,65,69.0,51409
Nevada,F,65,69.0,83933
New Hampshire,F,65,69.0,42490
New Jersey,F,65,69.0,241246
New Mexico,F,65,69.0,64538
New York,F,65,69.0,543969
North Carolina,F,65,69.0,302458
North Dakota,F,65,69.0,18281
Ohio,F,65,69.0,344938
Oklahoma,F,65,69.0,105326
Oregon,F,65,69.0,132859
Pennsylvania,F,65,69.0,387093
Rhode Island,F,65,69.0,30347
South Carolina,F,65,69.0,163611
South Dakota,F,65,69.0,25019
Tennessee,F,65,69.0,195783
Texas,F,65,69.0,650612
Utah,F,65,69.0,61971
Vermont,F,65,69.0,21342
Virginia,F,65,69.0,230360
Washington,F,65,69.0,210095
West Virginia,F,65,69.0,62307
Wisconsin,F,65,69.0,168164
Wyoming,F,65,69.0,16496
Alabama,M,70,74.0,99022
Alaska,M,70,74.0,12088
Arizona,M,70,74.0,158335
Arkansas,M,70,74.0,61979
California,M,70,74.0,659696
Colorado,M,70,74.0,101535
Connecticut,M,70,74.0,70272
Delaware,M,70,74.0,22480
District of Columbia,M,70,74.0,9000
Florida,M,70,74.0,521718
Georgia,M,70,74.0,179079
Hawaii,M,70,74.0,31897
Idaho,M,70,74.0,36169
Illinois,M,70,74.0,225913
Indiana,M,70,74.0,122551
Iowa,M,70,74.0,60680
Kansas,M,70,74.0,53267
Kentucky,M,70,74.0,88065
Louisiana,M,70,74.0,84765
Maine,M,70,74.0,34515
Maryland,M,70,74.0,107251
Massachusetts,M,70,74.0,130768
Michigan,M,70,74.0,202247
Minnesota,M,70,74.0,102504
Mississippi,M,70,74.0,56456
Missouri,M,70,74.0,120283
Montana,M,70,74.0,25530
Nebraska,M,70,74.0,34724
Nevada,M,70,74.0,63916
New Hampshire,M,70,74.0,30660
New Jersey,M,70,74.0,161779
New Mexico,M,70,74.0,45317
New York,M,70,74.0,356719
North Carolina,M,70,74.0,206138
North Dakota,M,70,74.0,13185
Ohio,M,70,74.0,228317
Oklahoma,M,70,74.0,73654
Oregon,M,70,74.0,92538
Pennsylvania,M,70,74.0,264616
Rhode Island,M,70,74.0,20745
South Carolina,M,70,74.0,115179
South Dakota,M,70,74.0,17291
Tennessee,M,70,74.0,136761
Texas,M,70,74.0,435873
Utah,M,70,74.0,42866
Vermont,M,70,74.0,15156
Virginia,M,70,74.0,159495
Washington,M,70,74.0,144907
West Virginia,M,70,74.0,44678
Wisconsin,M,70,74.0,116405
Wyoming,M,70,74.0,12288
Alabama,F,70,74.0,117900
Alaska,F,70,74.0,11389
Arizona,F,70,74.0,178098
Arkansas,F,70,74.0,71471
California,F,70,74.0,772616
Colorado,F,70,74.0,111186
Connecticut,F,70,74.0,82978
Delaware,F,70,74.0,26200
District of Columbia,F,70,74.0,12120
Florida,F,70,74.0,604304
Georgia,F,70,74.0,215364
Hawaii,F,70,74.0,34544
Idaho,F,70,74.0,37527
Illinois,F,70,74.0,266766
Indiana,F,70,74.0,142505
Iowa,F,70,74.0,67500
Kansas,F,70,74.0,59328
Kentucky,F,70,74.0,102081
Louisiana,F,70,74.0,100296
Maine,F,70,74.0,37125
Maryland,F,70,74.0,130923
Massachusetts,F,70,74.0,155811
Michigan,F,70,74.0,230499
Minnesota,F,70,74.0,113194
Mississippi,F,70,74.0,66718
Missouri,F,70,74.0,139785
Montana,F,70,74.0,25331
Nebraska,F,70,74.0,38491
Nevada,F,70,74.0,68909
New Hampshire,F,70,74.0,33394
New Jersey,F,70,74.0,196403
New Mexico,F,70,74.0,50894
New York,F,70,74.0,435338
North Carolina,F,70,74.0,244297
North Dakota,F,70,74.0,13760
Ohio,F,70,74.0,267051
Oklahoma,F,70,74.0,85565
Oregon,F,70,74.0,102386
Pennsylvania,F,70,74.0,308236
Rhode Island,F,70,74.0,24125
South Carolina,F,70,74.0,132373
South Dakota,F,70,74.0,17599
Tennessee,F,70,74.0,157921
Texas,F,70,74.0,504201
Utah,F,70,74.0,47502
Vermont,F,70,74.0,16401
Virginia,F,70,74.0,186741
Washington,F,70,74.0,162212
West Virginia,F,70,74.0,48459
Wisconsin,F,70,74.0,126037
Wyoming,F,70,74.0,12297
Alabama,M,75,79.0,65915
Alaska,M,75,79.0,6933
Arizona,M,75,79.0,111815
Arkansas,M,75,79.0,42782
California,M,75,79.0,435135
Colorado,M,75,79.0,61396
Connecticut,M,75,79.0,47457
Delaware,M,75,79.0,14868
District of Columbia,M,75,79.0,5904
Florida,M,75,79.0,382138
Georgia,M,75,79.0,114236
Hawaii,M,75,79.0,19670
Idaho,M,75,79.0,24034
Illinois,M,75,79.0,151858
Indiana,M,75,79.0,82169
Iowa,M,75,79.0,41828
Kansas,M,75,79.0,35215
Kentucky,M,75,79.0,57870
Louisiana,M,75,79.0,55234
Maine,M,75,79.0,21901
Maryland,M,75,79.0,70911
Massachusetts,M,75,79.0,84272
Michigan,M,75,79.0,136443
Minnesota,M,75,79.0,69997
Mississippi,M,75,79.0,37067
Missouri,M,75,79.0,83096
Montana,M,75,79.0,16957
Nebraska,M,75,79.0,23090
Nevada,M,75,79.0,42417
New Hampshire,M,75,79.0,19320
New Jersey,M,75,79.0,109439
New Mexico,M,75,79.0,29911
New York,M,75,79.0,239660
North Carolina,M,75,79.0,133208
North Dakota,M,75,79.0,8816
Ohio,M,75,79.0,153118
Oklahoma,M,75,79.0,50372
Oregon,M,75,79.0,59499
Pennsylvania,M,75,79.0,179331
Rhode Island,M,75,79.0,13476
South Carolina,M,75,79.0,74029
South Dakota,M,75,79.0,11072
Tennessee,M,75,79.0,90233
Texas,M,75,79.0,280605
Utah,M,75,79.0,28644
Vermont,M,75,79.0,9653
Virginia,M,75,79.0,105163
Washington,M,75,79.0,92248
West Virginia,M,75,79.0,29370
Wisconsin,M,75,79.0,77104
Wyoming,M,75,79.0,7795
Alabama,F,75,79.0,84943
Alaska,F,75,79.0,6960
Arizona,F,75,79.0,127679
Arkansas,F,75,79.0,52452
California,F,75,79.0,541583
Colorado,F,75,79.0,72711
Connecticut,F,75,79.0,59929
Delaware,F,75,79.0,17937
District of Columbia,F,75,79.0,8515
Florida,F,75,79.0,451048
Georgia,F,75,79.0,145504
Hawaii,F,75,79.0,22725
Idaho,F,75,79.0,26134
Illinois,F,75,79.0,196563
Indiana,F,75,79.0,103744
Iowa,F,75,79.0,50859
Kansas,F,75,79.0,43196
Kentucky,F,75,79.0,73029
Louisiana,F,75,79.0,71400
Maine,F,75,79.0,25684
Maryland,F,75,79.0,91939
Massachusetts,F,75,79.0,109065
Michigan,F,75,79.0,165659
Minnesota,F,75,79.0,83157
Mississippi,F,75,79.0,48341
Missouri,F,75,79.0,102864
Montana,F,75,79.0,17721
Nebraska,F,75,79.0,28104
Nevada,F,75,79.0,45795
New Hampshire,F,75,79.0,22195
New Jersey,F,75,79.0,144196
New Mexico,F,75,79.0,34985
New York,F,75,79.0,319911
North Carolina,F,75,79.0,167463
North Dakota,F,75,79.0,10146
Ohio,F,75,79.0,196701
Oklahoma,F,75,79.0,62563
Oregon,F,75,79.0,68327
Pennsylvania,F,75,79.0,228007
Rhode Island,F,75,79.0,17265
South Carolina,F,75,79.0,89245
South Dakota,F,75,79.0,12594
Tennessee,F,75,79.0,111102
Texas,F,75,79.0,346711
Utah,F,75,79.0,33383
Vermont,F,75,79.0,11057
Virginia,F,75,79.0,130030
Washington,F,75,79.0,105844
West Virginia,F,75,79.0,35003
Wisconsin,F,75,79.0,92016
Wyoming,F,75,79.0,8408
Alabama,M,80,84.0,40077
Alaska,M,80,84.0,3521
Arizona,M,80,84.0,69990
Arkansas,M,80,84.0,26186
California,M,80,84.0,282868
Colorado,M,80,84.0,37054
Connecticut,M,80,84.0,29724
Delaware,M,80,84.0,8878
District of Columbia,M,80,84.0,3744
Florida,M,80,84.0,248280
Georgia,M,80,84.0,65074
Hawaii,M,80,84.0,12079
Idaho,M,80,84.0,14082
Illinois,M,80,84.0,96790
Indiana,M,80,84.0,50530
Iowa,M,80,84.0,28237
Kansas,M,80,84.0,23476
Kentucky,M,80,84.0,34790
Louisiana,M,80,84.0,33821
Maine,M,80,84.0,13486
Maryland,M,80,84.0,42980
Massachusetts,M,80,84.0,54080
Michigan,M,80,84.0,82311
Minnesota,M,80,84.0,45181
Mississippi,M,80,84.0,22657
Missouri,M,80,84.0,51962
Montana,M,80,84.0,10109
Nebraska,M,80,84.0,15574
Nevada,M,80,84.0,23990
New Hampshire,M,80,84.0,11528
New Jersey,M,80,84.0,69963
New Mexico,M,80,84.0,18793
New York,M,80,84.0,157447
North Carolina,M,80,84.0,78846
North Dakota,M,80,84.0,6167
Ohio,M,80,84.0,97875
Oklahoma,M,80,84.0,31906
Oregon,M,80,84.0,34920
Pennsylvania,M,80,84.0,115731
Rhode Island,M,80,84.0,8515
South Carolina,M,80,84.0,41347
South Dakota,M,80,84.0,7370
Tennessee,M,80,84.0,52154
Texas,M,80,84.0,171925
Utah,M,80,84.0,18399
Vermont,M,80,84.0,5765
Virginia,M,80,84.0,62744
Washington,M,80,84.0,54441
West Virginia,M,80,84.0,18258
Wisconsin,M,80,84.0,50093
Wyoming,M,80,84.0,4648
Alabama,F,80,84.0,58373
Alaska,F,80,84.0,4189
Arizona,F,80,84.0,80329
Arkansas,F,80,84.0,35379
California,F,80,84.0,380440
Colorado,F,80,84.0,47906
Connecticut,F,80,84.0,42570
Delaware,F,80,84.0,11372
District of Columbia,F,80,84.0,5883
Florida,F,80,84.0,307284
Georgia,F,80,84.0,93543
Hawaii,F,80,84.0,16516
Idaho,F,80,84.0,16372
Illinois,F,80,84.0,138823
Indiana,F,80,84.0,72187
