state,sex,min_age,max_age,population
Iowa,F,80,84.0,38942
Kansas,F,80,84.0,31961
Kentucky,F,80,84.0,49114
Louisiana,F,80,84.0,48982
Maine,F,80,84.0,18142
Maryland,F,80,84.0,61451
Massachusetts,F,80,84.0,78002
Michigan,F,80,84.0,113503
Minnesota,F,80,84.0,59603
Mississippi,F,80,84.0,33484
Missouri,F,80,84.0,71581
Montana,F,80,84.0,11837
Nebraska,F,80,84.0,21293
Nevada,F,80,84.0,27365
New Hampshire,F,80,84.0,15181
New Jersey,F,80,84.0,102538
New Mexico,F,80,84.0,23445
New York,F,80,84.0,231077
North Carolina,F,80,84.0,113541
North Dakota,F,80,84.0,8490
Ohio,F,80,84.0,140616
Oklahoma,F,80,84.0,42870
Oregon,F,80,84.0,43728
Pennsylvania,F,80,84.0,167568
Rhode Island,F,80,84.0,12551
South Carolina,F,80,84.0,56488
South Dakota,F,80,84.0,9777
Tennessee,F,80,84.0,74544
Texas,F,80,84.0,236051
Utah,F,80,84.0,22405
Vermont,F,80,84.0,7418
Virginia,F,80,84.0,86534
Washington,F,80,84.0,69508
West Virginia,F,80,84.0,24510
Wisconsin,F,80,84.0,66001
Wyoming,F,80,84.0,5675
Alabama,M,85,inf,30133
Alaska,M,85,inf,2594
Arizona,M,85,inf,58181
Arkansas,M,85,inf,20974
California,M,85,inf,275475
Colorado,M,85,inf,32394
Connecticut,M,85,inf,31163
Delaware,M,85,inf,7319
District of Columbia,M,85,inf,4006
Florida,M,85,inf,227285
Georgia,M,85,inf,49450
Hawaii,M,85,inf,14660
Idaho,M,85,inf,11506
Illinois,M,85,inf,89943
Indiana,M,85,inf,43970
Iowa,M,85,inf,26766
Kansas,M,85,inf,22983
Kentucky,M,85,inf,27128
Louisiana,M,85,inf,28027
Maine,M,85,inf,11753
Maryland,M,85,inf,40586
Massachusetts,M,85,inf,53508
Michigan,M,85,inf,74395
Minnesota,M,85,inf,42936
Mississippi,M,85,inf,17005
Missouri,M,85,inf,45600
Montana,M,85,inf,8662
Nebraska,M,85,inf,15242
Nevada,M,85,inf,17881
New Hampshire,M,85,inf,10623
New Jersey,M,85,inf,68193
New Mexico,M,85,inf,15826
New York,M,85,inf,155022
North Carolina,M,85,inf,62740
North Dakota,M,85,inf,6496
Ohio,M,85,inf,87735
Oklahoma,M,85,inf,26579
Oregon,M,85,inf,31012
Pennsylvania,M,85,inf,112455
Rhode Island,M,85,inf,8937
South Carolina,M,85,inf,30988
South Dakota,M,85,inf,7195
Tennessee,M,85,inf,40662
Texas,M,85,inf,144933
Utah,M,85,inf,15485
Vermont,M,85,inf,5053
Virginia,M,85,inf,53138
Washington,M,85,inf,48424
West Virginia,M,85,inf,13937
Wisconsin,M,85,inf,44734
Wyoming,M,85,inf,4001
Alabama,F,85,inf,59732
Alaska,F,85,inf,4259
Arizona,F,85,inf,84094
Arkansas,F,85,inf,38043
California,F,85,inf,468110
Colorado,F,85,inf,55970
Connecticut,F,85,inf,60708
Delaware,F,85,inf,12518
District of Columbia,F,85,inf,8147
Florida,F,85,inf,344134
Georgia,F,85,inf,97183
Hawaii,F,85,inf,26384
Idaho,F,85,inf,17913
Illinois,F,85,inf,176731
Indiana,F,85,inf,86840
Iowa,F,85,inf,52325
Kansas,F,85,inf,42553
Kentucky,F,85,inf,53490
Louisiana,F,85,inf,53023
Maine,F,85,inf,21666
Maryland,F,85,inf,77817
Massachusetts,F,85,inf,106344
Michigan,F,85,inf,139591
Minnesota,F,85,inf,78748
Mississippi,F,85,inf,35336
Missouri,F,85,inf,86284
Montana,F,85,inf,14033
Nebraska,F,85,inf,27836
Nevada,F,85,inf,25481
New Hampshire,F,85,inf,19865
New Jersey,F,85,inf,134100
New Mexico,F,85,inf,25345
New York,F,85,inf,301297
North Carolina,F,85,inf,123009
North Dakota,F,85,inf,12300
Ohio,F,85,inf,168602
Oklahoma,F,85,inf,46617
Oregon,F,85,inf,53013
Pennsylvania,F,85,inf,221788
Rhode Island,F,85,inf,18915
South Carolina,F,85,inf,57987
South Dakota,F,85,inf,13796
Tennessee,F,85,inf,79400
Texas,F,85,inf,255566
Utah,F,85,inf,22291
Vermont,F,85,inf,9368
Virginia,F,85,inf,98754
Washington,F,85,inf,84959
West Virginia,F,85,inf,25963
Wisconsin,F,85,inf,83902
Wyoming,F,85,inf,6680
