,center,state,distance
4447,Durham,NC,26.608537972251536
4448,Durham,ND,2229.2894057516323
4449,Durham,NE,1919.5407673426503
4450,Durham,NH,1018.0347771352617
4451,Durham,NJ,600.6372604732792
4452,Durham,NM,2366.674427028643
4453,Durham,NV,3313.384103116709
4454,Durham,NY,906.3566635157479
4455,Durham,OH,604.2682926936104
4456,Durham,OK,1651.340834259029
4457,Durham,OR,3625.7851596047476
4458,Durham,PA,598.5566176986582
4459,Durham,PR,2311.276053901792
4460,Durham,RI,895.4337440260446
4461,Durham,SC,314.9292370591823
4462,Durham,SD,1993.10854608257
4463,Durham,TN,695.8684591686866
4464,Durham,TX,1986.4130465498463
4465,Durham,UT,2849.3737414567395
4466,Durham,VA,162.51293545763605
4467,Durham,VT,1093.2117253086362
4468,Durham,WA,3658.372840179001
4469,Durham,WI,1208.762151791607
4470,Durham,WV,321.23992540116245
4471,Durham,WY,2550.1276754540936
4472,Garland,AK,5206.183556755506
4473,Garland,AL,915.0898230189775
4474,Garland,AR,510.64078443816015
4475,Garland,AZ,1349.0681072839593
4476,Garland,CA,2122.4932968302173
4477,Garland,CO,1103.307542903066
4478,Garland,CT,2290.639854695376
4479,Garland,DC,1885.206246468882
4480,Garland,DE,2012.2157882748752
4481,Garland,FL,1564.1302437938602
4482,Garland,GA,1290.9751441415758
4483,Garland,HI,5987.341046715429
4484,Garland,IA,1043.0433244393262
4485,Garland,ID,2000.016348429119
4486,Garland,IL,1072.1519799776065
4487,Garland,IN,1297.8797925143472
4488,Garland,KS,697.3470477893285
4489,Garland,KY,1247.8155569628466
4490,Garland,LA,461.9338339504727
4491,Garland,MA,2451.996059112991
4492,Garland,MD,1922.0016110039282
4493,Garland,ME,2702.794250576499
4494,Garland,MI,1585.9995619744159
4495,Garland,MN,1543.2765928553272
4496,Garland,MO,709.8894351511068
4497,Garland,MS,681.2859241632198
4498,Garland,MT,1939.3835257121063
4499,Garland,NC,1648.7283143015848
4500,Garland,ND,1667.0878756019301
4501,Garland,NE,995.5692457162053
4502,Garland,NH,2464.4593857506034
4503,Garland,NJ,2136.378914593265
4504,Garland,NM,809.435139621256
4505,Garland,NV,1898.5070416970188
4506,Garland,NY,2268.2330297700405
4507,Garland,OH,1480.1964374300665
4508,Garland,OK,236.56987174866845
4509,Garland,OR,2402.5230892482446
4510,Garland,PA,1952.1704223144632
4511,Garland,PR,3411.0669762500984
4512,Garland,RI,2418.8225069042815
4513,Garland,SC,1441.5972221414722
4514,Garland,SD,1260.1498545040618
4515,Garland,TN,969.7039904872863
4516,Garland,TX,324.8553955984897
4517,Garland,UT,1481.1870784072614
4518,Garland,VA,1709.3142220418656
4519,Garland,VT,2444.641360840314
4520,Garland,WA,2610.1435221083175
4521,Garland,WI,1386.6255595619584
4522,Garland,WV,1590.3219593656866
4523,Garland,WY,1463.7444815020335
4524,Glendale,AK,4104.922139673578
4525,Glendale,AL,2916.814388365826
4526,Glendale,AR,2415.9168083584727
4527,Glendale,AZ,659.96615237368
4528,Glendale,CA,307.04004757025905
4529,Glendale,CO,1259.3747456651934
4530,Glendale,CT,4009.5693575641626
4531,Glendale,DC,3695.7171426995455
4532,Glendale,DE,3825.7165033688084
4533,Glendale,FL,3564.442553518579
4534,Glendale,GA,3287.5031853268356
4535,Glendale,HI,4007.002563523657
4536,Glendale,IA,2356.7319972809287
4537,Glendale,ID,1138.3323390463686
4538,Glendale,IL,2639.187257983884
4539,Glendale,IN,2958.596388691854
4540,Glendale,KS,1843.4436738901456
4541,Glendale,KY,3072.7640754944746
4542,Glendale,LA,2461.919302441588
4543,Glendale,MA,4145.592988689074
4544,Glendale,MD,3728.251099540639
4545,Glendale,ME,4290.20579919056
4546,Glendale,MI,3009.4387783765164
4547,Glendale,MN,2420.863785208444
4548,Glendale,MO,2407.799006264367
4549,Glendale,MS,2686.47458766577
4550,Glendale,MT,1558.29747871799
4551,Glendale,NC,3562.614784680675
4552,Glendale,ND,2068.774679400778
4553,Glendale,NE,1802.147532130116
4554,Glendale,NH,4126.045797228255
4555,Glendale,NJ,3910.427299269087
4556,Glendale,NM,1214.7693585764032
4557,Glendale,NV,538.2244929589832
4558,Glendale,NY,3911.0131488727634
4559,Glendale,OH,3186.3739969892245
4560,Glendale,OK,1939.1107783692491
4561,Glendale,OR,1086.6364668664307
4562,Glendale,PA,3668.2080367288745
4563,Glendale,PR,5394.9130346553675
4564,Glendale,RI,4143.71424038773
4565,Glendale,SC,3406.5254265812146
4566,Glendale,SD,1916.7223780169174
4567,Glendale,TN,2887.405751577245
4568,Glendale,TX,1728.0244012737996
4569,Glendale,UT,855.7737621350623
4570,Glendale,VA,3570.1685128363742
4571,Glendale,VT,4043.096266701555
4572,Glendale,WA,1521.2364498172808
4573,Glendale,WI,2747.524549887174
4574,Glendale,WV,3401.636184535292
4575,Glendale,WY,1370.6218507925855
4576,Reno,AK,3509.9696185445387
4577,Reno,AL,3060.9492285161928
4578,Reno,AR,2517.690262441388
4579,Reno,AZ,991.238821332047
4580,Reno,CA,310.45388826495224
4581,Reno,CO,1208.1269473641075
4582,Reno,CT,3917.2887917925127
4583,Reno,DC,3662.3931710333713
4584,Reno,DE,3788.272071203545
4585,Reno,FL,3760.637875134765
4586,Reno,GA,3411.033648573745
4587,Reno,HI,4051.987161634069
4588,Reno,IA,2266.0747748308977
4589,Reno,ID,656.7866020168132
4590,Reno,IL,2586.830100041456
4591,Reno,IN,2906.1508386534465
4592,Reno,KS,1840.3270376759385
4593,Reno,KY,3081.1914540479315
4594,Reno,LA,2667.4564992473715
4595,Reno,MA,4036.013388261879
4596,Reno,MD,3691.221974595151
4597,Reno,ME,4129.293742446993
4598,Reno,MI,2867.707878417122
4599,Reno,MN,2185.3257314104317
4600,Reno,MO,2432.0968622412165
4601,Reno,MS,2845.813418340441
4602,Reno,MT,1119.5438212513181
4603,Reno,NC,3596.713497355486
4604,Reno,ND,1756.654686843846
4605,Reno,NE,1700.4034045626709
4606,Reno,NH,4003.061457511919
4607,Reno,NJ,3848.948151747738
4608,Reno,NM,1407.365264039139
4609,Reno,NV,308.15249124558477
4610,Reno,NY,3789.6294172349303
4611,Reno,OH,3133.873780380253
4612,Reno,OK,2074.343344316357
4613,Reno,OR,475.64233803507017
4614,Reno,PA,3590.6533631721923
4615,Reno,PR,5611.810384688279
4616,Reno,RI,4048.7039070671035
4617,Reno,SC,3487.7002859610816
4618,Reno,SD,1725.1378114884208
4619,Reno,TN,2957.497240212144
4620,Reno,TX,1984.9915476741905
4621,Reno,UT,754.2117139871247
4622,Reno,VA,3570.277054954043
4623,Reno,VT,3897.281043696983
4624,Reno,WA,913.5300501757896
4625,Reno,WI,2613.4044137453757
4626,Reno,WV,3383.393047288796
4627,Reno,WY,1120.8873177397038
4628,Hialeah,AK,6681.957110517649
4629,Hialeah,AL,960.4503893047877
4630,Hialeah,AR,1512.3801334385357
4631,Hialeah,AZ,3093.6061681667743
4632,Hialeah,CA,3883.697731377738
4633,Hialeah,CO,2814.072265171978
4634,Hialeah,CT,1867.1126654725242
4635,Hialeah,DC,1477.7689973718261
4636,Hialeah,DE,1513.797513303584
4637,Hialeah,FL,232.53898632931094
4638,Hialeah,GA,741.5272916358108
4639,Hialeah,HI,7657.441363929641
4640,Hialeah,IA,2128.550519686932
4641,Hialeah,ID,3695.9288157054875
4642,Hialeah,IL,1841.1361910144974
4643,Hialeah,IN,1700.691015089172
4644,Hialeah,KS,2238.5787247112294
4645,Hialeah,KY,1378.9065580269234
4646,Hialeah,LA,1301.6549275635725
4647,Hialeah,MA,2007.694221459835
4648,Hialeah,MD,1500.845659523773
4649,Hialeah,ME,2360.164428078297
4650,Hialeah,MI,2101.4515870177997
4651,Hialeah,MN,2641.0403333454183
4652,Hialeah,MO,1725.2695320145458
4653,Hialeah,MS,1139.3622975273656
4654,Hialeah,MT,3526.3212097909873
4655,Hialeah,NC,1103.3147387574927
4656,Hialeah,ND,3014.311916829131
4657,Hialeah,NE,2499.4432709317684
4658,Hialeah,NH,2079.3968262979583
4659,Hialeah,NJ,1666.3720913504771
4660,Hialeah,NM,2572.0922363887375
4661,Hialeah,NV,3660.0963696849376
4662,Hialeah,NY,2011.1348856407772
4663,Hialeah,OH,1631.420260443259
4664,Hialeah,OK,1900.2505745842077
4665,Hialeah,OR,4129.325194441061
4666,Hialeah,PA,1724.7816796892866
4667,Hialeah,PR,1647.9806627624464
4668,Hialeah,RI,1922.4270974816432
4669,Hialeah,SC,886.9700441001113
4670,Hialeah,SD,2676.293542363002
4671,Hialeah,TN,1226.2811980801318
4672,Hialeah,TX,2023.3488390085438
4673,Hialeah,UT,3230.223742349312
4674,Hialeah,VA,1291.4377337643577
4675,Hialeah,VT,2187.043307423746
4676,Hialeah,WA,4276.344841528566
4677,Hialeah,WI,2130.69699570743
4678,Hialeah,WV,1411.5153655428057
4679,Hialeah,WY,3104.9010426841514
4680,Chesapeake,AK,5857.420529587359
4681,Chesapeake,AL,1086.1090700938034
4682,Chesapeake,AR,1409.2319427289729
4683,Chesapeake,AZ,3158.070208784204
4684,Chesapeake,CA,3817.7927927616665
4685,Chesapeake,CO,2593.1262068569563
4686,Chesapeake,CT,613.2706885890302
4687,Chesapeake,DC,255.55787865141434
4688,Chesapeake,DE,257.0742499301295
4689,Chesapeake,FL,1113.3444563426265
4690,Chesapeake,GA,787.0873194693604
4691,Chesapeake,HI,7792.560627508116
4692,Chesapeake,IA,1556.6373557118375
4693,Chesapeake,ID,3333.599712306065
4694,Chesapeake,IL,1220.0635690799909
4695,Chesapeake,IN,916.3261960187363
4696,Chesapeake,KS,1964.5284618350577
4697,Chesapeake,KY,718.221831312249
4698,Chesapeake,LA,1580.8831910208808
4699,Chesapeake,MA,763.5550152225995
4700,Chesapeake,MD,264.5190604523718
4701,Chesapeake,ME,1112.6677105829747
4702,Chesapeake,MI,1156.3833644981992
4703,Chesapeake,MN,1886.3766672602517
4704,Chesapeake,MO,1382.224579515768
4705,Chesapeake,MS,1293.1866942030945
4706,Chesapeake,MT,3020.568668194665
4707,Chesapeake,NC,264.66610287099616
4708,Chesapeake,ND,2357.7079094326377
4709,Chesapeake,NE,2103.338576307762
4710,Chesapeake,NH,828.4496708350331
4711,Chesapeake,NJ,410.20693436867134
4712,Chesapeake,NM,2593.2978074407365
4713,Chesapeake,NV,3515.46564548838
4714,Chesapeake,NY,756.4095754348791
4715,Chesapeake,OH,709.4661555304671
4716,Chesapeake,OK,1883.6600937837875
4717,Chesapeake,OR,3800.7259117960352
4718,Chesapeake,PA,508.31316267078176
4719,Chesapeake,PR,2256.1567283980607
4720,Chesapeake,RI,685.503391657837
4721,Chesapeake,SC,543.1040604794158
4722,Chesapeake,SD,2153.4166836222853
4723,Chesapeake,TN,934.0030798528622
4724,Chesapeake,TX,2227.637496366859
4725,Chesapeake,UT,3051.0180683643357
4726,Chesapeake,VA,225.50676445608588
4727,Chesapeake,VT,929.9079191810441
4728,Chesapeake,WA,3810.3917828841
4729,Chesapeake,WI,1321.1161808779711
4730,Chesapeake,WV,423.8837187095941
4731,Chesapeake,WY,2727.278439416015
4732,Scottsdale,AK,4423.253669425399
4733,Scottsdale,AL,2332.0579668064697
4734,Scottsdale,AR,1845.581747467159
4735,Scottsdale,AZ,81.87320208196275
4736,Scottsdale,CA,767.9724961457706
4737,Scottsdale,CO,847.699529833808
4738,Scottsdale,CT,3501.5599366868973
4739,Scottsdale,DC,3162.0969352075913
4740,Scottsdale,DE,3292.6798937534745
4741,Scottsdale,FL,2972.3958134883733
4742,Scottsdale,GA,2705.062048547234
4743,Scottsdale,HI,4576.4300218567
4744,Scottsdale,IA,1880.7930548320708
4745,Scottsdale,ID,1178.943488292307
4746,Scottsdale,IL,2131.7805195562405
4747,Scottsdale,IN,2444.4040384502982
4748,Scottsdale,KS,1336.6952005320338
4749,Scottsdale,KY,2528.054777729278
4750,Scottsdale,LA,1870.665795157023
4751,Scottsdale,MA,3645.4782268486356
4752,Scottsdale,MD,3195.980457535525
4753,Scottsdale,ME,3818.7485158426375
4754,Scottsdale,MI,2547.0031296426832
4755,Scottsdale,MN,2049.4933075411877
4756,Scottsdale,MO,1867.2815330626033
4757,Scottsdale,MS,2100.1393825669834
4758,Scottsdale,MT,1470.384026515681
4759,Scottsdale,NC,3003.242983273127
4760,Scottsdale,ND,1789.1076736781395
4761,Scottsdale,NE,1364.0154452915522
4762,Scottsdale,NH,3633.6875739992497
4763,Scottsdale,NJ,3387.817224003449
4764,Scottsdale,NM,644.6079369052827
4765,Scottsdale,NV,699.6035210216179
4766,Scottsdale,NY,3420.29355432145
4767,Scottsdale,OH,2668.3412226061196
4768,Scottsdale,OK,1365.747184338885
4769,Scottsdale,OR,1351.7238351868195
4770,Scottsdale,PA,3156.4014293235077
4771,Scottsdale,PR,4802.811462655044
4772,Scottsdale,RI,3635.7477449944786
4773,Scottsdale,SC,2833.5716457033986
4774,Scottsdale,SD,1540.1356515486916
4775,Scottsdale,TN,2321.8066712323125
4776,Scottsdale,TX,1135.5869251119238
4777,Scottsdale,UT,628.9668711386329
4778,Scottsdale,VA,3023.491254097105
4779,Scottsdale,VT,3565.2742705301816
4780,Scottsdale,WA,1729.6894195353314
4781,Scottsdale,WI,2286.9990849581654
4782,Scottsdale,WV,2864.441954055806
4783,Scottsdale,WY,1115.7374601234055
4784,North Las Vegas,AK,4029.350120076745
4785,North Las Vegas,AL,2622.2390086140936
4786,North Las Vegas,AR,2102.0430671516733
4787,North Las Vegas,AZ,440.62948088332047
4788,North Las Vegas,CA,391.45505574488595
4789,North Las Vegas,CO,894.1719471727296
4790,North Las Vegas,CT,3651.978298951283
4791,North Las Vegas,DC,3348.852914670235
4792,North Las Vegas,DE,3478.2789932438836
4793,North Las Vegas,FL,3295.390019471256
4794,North Las Vegas,GA,2986.510696633674
4795,North Las Vegas,HI,4341.155824427738
4796,North Las Vegas,IA,1994.7481820448759
4797,North Las Vegas,ID,864.2692125270754
4798,North Las Vegas,IL,2284.7607354131683
4799,North Las Vegas,IN,2605.438859051781
4800,North Las Vegas,KS,1493.8618229947238
4801,North Las Vegas,KY,2733.8719112588956
4802,North Las Vegas,LA,2191.960689883608
4803,North Las Vegas,MA,3785.511519941853
4804,North Las Vegas,MD,3380.6556942898887
4805,North Las Vegas,ME,3923.9745993998013
4806,North Las Vegas,MI,2643.2967236563586
4807,North Las Vegas,MN,2050.6687401035724
4808,North Las Vegas,MO,2069.618998825227
4809,North Las Vegas,MS,2396.94205123772
4810,North Las Vegas,MT,1239.8824761686203
4811,North Las Vegas,NC,3232.604705921775
4812,North Las Vegas,ND,1706.492438253277
4813,North Las Vegas,NE,1436.0200163415257
4814,North Las Vegas,NH,3764.02692206222
4815,North Las Vegas,NJ,3558.201447239515
4816,North Las Vegas,NM,922.0971816648412
4817,North Las Vegas,NV,302.7277513320449
4818,North Las Vegas,NY,3548.880406348836
4819,North Las Vegas,OH,2833.9866555278754
4820,North Las Vegas,OK,1633.544773346494
4821,North Las Vegas,OR,955.3909813038648
4822,North Las Vegas,PA,3312.4395883646457
4823,North Las Vegas,PR,5140.205603069683
4824,North Las Vegas,RI,3785.9123512817364
4825,North Las Vegas,SC,3090.7282835528686
4826,North Las Vegas,SD,1546.2133272689148
4827,North Las Vegas,TN,2565.6327232156946
4828,North Las Vegas,TX,1478.6323700912358
4829,North Las Vegas,UT,486.72087241340824
4830,North Las Vegas,VA,3230.9208470560543
4831,North Las Vegas,VT,3678.1555854228723
4832,North Las Vegas,WA,1355.4853571891774
4833,North Las Vegas,WI,2381.5746003374747
4834,North Las Vegas,WV,3057.3540980811777
4835,North Las Vegas,WY,1006.7094541749219
4836,Irving,AK,5194.624712674106
4837,Irving,AL,946.7685832482975
4838,Irving,AR,540.9273494469594
4839,Irving,AZ,1318.6426311792209
4840,Irving,CA,2094.060845129509
4841,Irving,CO,1084.9078202438302
4842,Irving,CT,2320.726975659669
4843,Irving,DC,1916.2788504747384
4844,Irving,DE,2043.4231889114988
4845,Irving,FL,1592.7434619525277
4846,Irving,GA,1322.8022346805244
4847,Irving,HI,5955.712858411859
4848,Irving,IA,1057.8649729423396
4849,Irving,ID,1981.0197112285362
4850,Irving,IL,1095.2413771028978
4851,Irving,IN,1324.8554760045367
4852,Irving,KS,696.2828066921892
4853,Irving,KY,1278.3548115264214
4854,Irving,LA,489.50199144743146
4855,Irving,MA,2481.855243592089
4856,Irving,MD,1953.0433042520526
4857,Irving,ME,2731.2901164419504
4858,Irving,MI,1608.6049385188232
4859,Irving,MN,1552.3312225205152
4860,Irving,MO,733.7072792735523
4861,Irving,MS,712.7679644221953
4862,Irving,MT,1927.1069807201827
4863,Irving,NC,1680.8818943244828
4864,Irving,ND,1666.6167155421367
4865,Irving,NE,992.7879743327054
4866,Irving,NH,2493.848135036841
4867,Irving,NJ,2167.1356582042413
4868,Irving,NM,781.286676018733
4869,Irving,NV,1872.4110177919722
4870,Irving,NY,2297.093823207877
4871,Irving,OH,1508.7996396575895
4872,Irving,OK,238.68000533460972
4873,Irving,OR,2380.7165160142827
4874,Irving,PA,1981.8338680827887
4875,Irving,PR,3438.7531472859805
4876,Irving,RI,2449.107574517254
4877,Irving,SC,1473.8986112882883
4878,Irving,SD,1259.4475002938889
4879,Irving,TN,1001.5451655468617
4880,Irving,TX,292.86486798383675
4881,Irving,UT,1457.6834302026543
4882,Irving,VA,1740.9400211485056
4883,Irving,VT,2473.004268992938
4884,Irving,WA,2592.3820429537154
4885,Irving,WI,1406.4625000740327
4886,Irving,WV,1621.1194520585361
4887,Irving,WY,1449.670494258343
4888,Fremont,AK,3622.6596216494354
4889,Fremont,AL,3237.9913760276713
4890,Fremont,AR,2706.763227435968
4891,Fremont,AZ,1056.6671105498656
4892,Fremont,CA,242.6570134548614
4893,Fremont,CO,1428.28964015128
4894,Fremont,CT,4169.826321081925
4895,Fremont,DC,3899.167870968015
4896,Fremont,DE,4026.5400085427605
4897,Fremont,FL,3920.3734951357515
4898,Fremont,GA,3597.2164497761987
4899,Fremont,HI,3796.0890253590815
4900,Fremont,IA,2511.5628980232304
4901,Fremont,ID,948.430547970266
4902,Fremont,IL,2824.277512206962
4903,Fremont,IN,3145.257240345424
4904,Fremont,KS,2057.321500083232
4905,Fremont,KY,3303.853882483092
4906,Fremont,LA,2818.276243372419
4907,Fremont,MA,4292.842126731239
4908,Fremont,MD,3929.0917182065764
4909,Fremont,ME,4397.118501795318
4910,Fremont,MI,3128.3239988832033
4911,Fremont,MN,2461.208759726357
4912,Fremont,MO,2646.2022657914176
4913,Fremont,MS,3015.962252127604
4914,Fremont,MT,1411.2712654288896
4915,Fremont,NC,3813.600277252191
4916,Fremont,ND,2041.7166189941881
4917,Fremont,NE,1943.643083531171
4918,Fremont,NH,4262.804690059633
4919,Fremont,NJ,4093.706110646377
4920,Fremont,NM,1547.4994262034072
4921,Fremont,NV,507.6801998731679
4922,Fremont,NY,4048.5390442368625
4923,Fremont,OH,3373.965385801458
4924,Fremont,OK,2247.438542366885
4925,Fremont,OR,707.3411779417343
4926,Fremont,PA,3838.742563650268
4927,Fremont,PR,5767.416045677387
4928,Fremont,RI,4302.194665800066
4929,Fremont,SC,3688.9536012738913
4930,Fremont,SD,1989.822462842691
4931,Fremont,TN,3160.091652340199
4932,Fremont,TX,2108.1806582068616
4933,Fremont,UT,970.9452512701583
4934,Fremont,VA,3797.3102653832043
4935,Fremont,VT,4161.641417273111
4936,Fremont,WA,1140.1854800700337
4937,Fremont,WI,2871.2772456128564
4938,Fremont,WV,3615.041608909313
4939,Fremont,WY,1390.193391095752
4940,Irvine,AK,4174.338694305548
4941,Irvine,AL,2878.329828661881
4942,Irvine,AR,2383.4385928675215
4943,Irvine,AZ,619.3635521086005
4944,Irvine,CA,375.0978042829796
4945,Irvine,CO,1253.495126804364
4946,Irvine,CT,3994.4658769316334
4947,Irvine,DC,3674.5512626238547
4948,Irvine,DE,3804.7675221978366
4949,Irvine,FL,3519.4689407868404
4950,Irvine,GA,3250.3294078543986
4951,Irvine,HI,4037.1223649679932
4952,Irvine,IA,2345.9952013976836
4953,Irvine,ID,1182.8362800637462
4954,Irvine,IL,2622.9259653245654
4955,Irvine,IN,2941.3052392036175
4956,Irvine,KS,1825.6622785852653
4957,Irvine,KY,3048.37885363378
4958,Irvine,LA,2418.3521265707445
4959,Irvine,MA,4132.243987349867
4960,Irvine,MD,3707.43505745699
4961,Irvine,ME,4282.601648667361
4962,Irvine,MI,3002.2352404872186
4963,Irvine,MN,2426.8215923554076
4964,Irvine,MO,2383.844283029843
4965,Irvine,MS,2647.0154972014457
4966,Irvine,MT,1593.8581165591204
4967,Irvine,NC,3534.3352490286966
4968,Irvine,ND,2085.659520872887
4969,Irvine,NE,1796.0193323968026
4970,Irvine,NH,4114.272172268476
4971,Irvine,NJ,3892.011731240296
4972,Irvine,NM,1180.5307866531903
4973,Irvine,NV,581.5059112882371
4974,Irvine,NY,3899.4181571564923
4975,Irvine,OH,3168.469739938894
4976,Irvine,OK,1905.177018141755
4977,Irvine,OR,1149.617003203703
4978,Irvine,PA,3652.05474024972
4979,Irvine,PR,5346.119735162349
4980,Irvine,RI,4128.70174266462
4981,Irvine,SC,3373.53665558169
4982,Irvine,SD,1920.1982256666772
4983,Irvine,TN,2856.8171501649454
4984,Irvine,TX,1682.070893433757
4985,Irvine,UT,865.6589283347872
4986,Irvine,VA,3545.563327216047
4987,Irvine,VT,4034.1125279970256
4988,Irvine,WA,1582.452746715481
4989,Irvine,WI,2740.2567831110414
4990,Irvine,WV,3379.4020769742465
4991,Irvine,WY,1386.0338147174612
4992,Birmingham,AK,5631.327517265317
4993,Birmingham,AL,134.46781622004792
4994,Birmingham,AR,498.7294184390865
4995,Birmingham,AZ,2245.485574027786
4996,Birmingham,CA,2979.5131944291306
4997,Birmingham,CO,1822.0181351385174
4998,Birmingham,CT,1503.7832206457995
4999,Birmingham,DC,1060.6839639457917
5000,Birmingham,DE,1175.0423717495962
5001,Birmingham,FL,823.8058042195244
5002,Birmingham,GA,394.7155255433732
5003,Birmingham,HI,6896.525037897556
5004,Birmingham,IA,1079.7736167797127
5005,Birmingham,ID,2677.0351491367483
5006,Birmingham,IL,821.6392954441543
5007,Birmingham,IN,786.6858270140131
5008,Birmingham,KS,1212.150713953399
5009,Birmingham,KY,530.2891899783548
5010,Birmingham,LA,563.0402594294723
5011,Birmingham,MA,1670.89878231828
5012,Birmingham,MD,1097.803529975659
5013,Birmingham,ME,1974.6442621057504
5014,Birmingham,MI,1201.9936841087979
5015,Birmingham,MN,1610.667849407219
5016,Birmingham,MO,670.2752993442903
5017,Birmingham,MS,275.71081507376795
5018,Birmingham,MT,2478.2383255441946
5019,Birmingham,NC,754.7288367418405
5020,Birmingham,ND,1961.2956645301856
5021,Birmingham,NE,1454.438394383043
5022,Birmingham,NH,1704.7514616692515
5023,Birmingham,NJ,1320.41098854156
5024,Birmingham,NM,1684.8257384628357
5025,Birmingham,NV,2715.97006535063
5026,Birmingham,NY,1540.6450432020367
5027,Birmingham,OH,839.2228934218272
5028,Birmingham,OK,961.6735609665678
5029,Birmingham,OR,3124.929580733657
5030,Birmingham,PA,1202.476467616493
5031,Birmingham,PR,2632.12803277324
5032,Birmingham,RI,1618.380313384694
5033,Birmingham,SC,523.5829052648387
5034,Birmingham,SD,1621.2292150135527
5035,Birmingham,TN,221.6545585496779
5036,Birmingham,TX,1239.233654644199
5037,Birmingham,UT,2263.656040056891
5038,Birmingham,VA,856.0049980662865
5039,Birmingham,VT,1731.6095451117737
5040,Birmingham,WA,3240.0569576878825
5041,Birmingham,WI,1151.597309590264
5042,Birmingham,WV,801.5477503964071
5043,Birmingham,WY,2074.000408657869
5044,Rochester,AK,4395.930670321336
5045,Rochester,AL,1386.3557275520461
5046,Rochester,AR,980.1577964582142
5047,Rochester,AZ,1947.7701505378152
5048,Rochester,CA,2411.21531907676
5049,Rochester,CO,1210.2520007572753
5050,Rochester,CT,1604.5374628707889
5051,Rochester,DC,1406.6751092696195
5052,Rochester,DE,1521.740292829759
5053,Rochester,FL,2062.495956330553
5054,Rochester,GA,1558.6772015522529
5055,Rochester,HI,6369.471231504966
5056,Rochester,IA,242.742467548327
5057,Rochester,ID,1779.050774365524
5058,Rochester,IL,453.28098340508524
5059,Rochester,IN,684.9095960223364
5060,Rochester,KS,748.0441329742703
5061,Rochester,KY,972.8284536346417
5062,Rochester,LA,1417.6775015235469
5063,Rochester,MA,1718.7437960861507
5064,Rochester,MD,1429.2557711180518
5065,Rochester,ME,1826.4503267286311
5066,Rochester,MI,550.7441504883743
5067,Rochester,MN,347.7310461558881
5068,Rochester,MO,674.1514558214593
5069,Rochester,MS,1321.8505267509734
5070,Rochester,MT,1431.5213436150202
5071,Rochester,NC,1468.2278607587573
5072,Rochester,ND,770.0326471939909
5073,Rochester,NE,668.9470068269392
5074,Rochester,NH,1685.7540790601893
5075,Rochester,NJ,1555.942939055533
5076,Rochester,NM,1471.3811955290648
5077,Rochester,NV,2075.484187860029
5078,Rochester,NY,1472.0635358749253
5079,Rochester,OH,884.753933378935
5080,Rochester,OK,1075.4563163703192
5081,Rochester,OR,2244.485094933759
5082,Rochester,PA,1290.2766233852553
5083,Rochester,PR,3745.7750976326674
5084,Rochester,RI,1734.2701078929342
5085,Rochester,SC,1493.566563695868
5086,Rochester,SD,595.3732720808605
5087,Rochester,TN,1069.5552410401551
5088,Rochester,TX,1486.1187114997738
5089,Rochester,UT,1631.408638105931
5090,Rochester,VA,1374.8544600390737
5091,Rochester,VT,1585.5788275807731
5092,Rochester,WA,2219.8899958626985
5093,Rochester,WI,297.5093564083192
5094,Rochester,WV,1171.1357035230255
5095,Rochester,WY,1200.0156982553817
5096,San Bernardino,AK,4147.977710680321
5097,San Bernardino,AL,2829.7477756997896
5098,San Bernardino,AR,2330.4033730689116
5099,San Bernardino,AZ,572.2953951709864
5100,San Bernardino,CA,350.4859918386266
5101,San Bernardino,CO,1188.1403067496708
5102,San Bernardino,CT,3932.3875948336713
5103,San Bernardino,DC,3615.095669910048
5104,San Bernardino,DE,3745.214020520142
5105,San Bernardino,FL,3476.6001970859
5106,San Bernardino,GA,3200.731359792513
5107,San Bernardino,HI,4091.4052003042943
5108,San Bernardino,IA,2282.2447106889126
5109,San Bernardino,ID,1124.0383439588159
5110,San Bernardino,IL,2561.227497625744
5111,San Bernardino,IN,2880.05883453473
5112,San Bernardino,KS,1764.499899179117
5113,San Bernardino,KY,2990.5181501710363
5114,San Bernardino,LA,2374.141748885328
5115,San Bernardino,MA,4069.508139132112
5116,San Bernardino,MD,3647.8138179496427
5117,San Bernardino,ME,4218.00158742065
5118,San Bernardino,MI,2937.466166750357
5119,San Bernardino,MN,2359.5368453255583
5120,San Bernardino,MO,2325.7024304391066
5121,San Bernardino,MS,2599.2161710137543
5122,San Bernardino,MT,1530.387135267541
5123,San Bernardino,NC,3478.698054592724
5124,San Bernardino,ND,2018.1417594781149
5125,San Bernardino,NE,1730.8452475760846
5126,San Bernardino,NH,4050.9774347158836
5127,San Bernardino,NJ,3831.301933823093
5128,San Bernardino,NM,1128.548867332196
5129,San Bernardino,NV,523.3970629134668
5130,San Bernardino,NY,3836.0539148264975
5131,San Bernardino,OH,3107.5000714755506
5132,San Bernardino,OK,1853.1040291225918
5133,San Bernardino,OR,1109.2436629841648
5134,San Bernardino,PA,3590.3790630147623
5135,San Bernardino,PR,5307.141961112666
5136,San Bernardino,RI,4066.593322800728
5137,San Bernardino,SC,3320.904890467917
5138,San Bernardino,SD,1853.1673192629978
5139,San Bernardino,TN,2802.571713108183
5140,San Bernardino,TX,1640.1601297386883
5141,San Bernardino,UT,798.0363492555128
5142,San Bernardino,VA,3487.8476038517506
5143,San Bernardino,VT,3969.911213598829
