,center,state,distance
648,Indianapolis,MO,532.7888159846675
649,Indianapolis,MS,873.9955503250861
650,Indianapolis,MT,2105.9474942389443
651,Indianapolis,NC,769.7119553718815
652,Indianapolis,ND,1473.0410022535925
653,Indianapolis,NE,1177.9066052507005
654,Indianapolis,NH,1272.9225686219506
655,Indianapolis,NJ,1003.4944855980619
656,Indianapolis,NM,1751.7959041356173
657,Indianapolis,NV,2601.542815918345
658,Indianapolis,NY,1068.2334825742792
659,Indianapolis,OH,285.1508983161338
660,Indianapolis,OK,1103.3364411439695
661,Indianapolis,OR,2873.6592231839686
662,Indianapolis,PA,774.8570125567286
663,Indianapolis,PR,3041.1470615419644
664,Indianapolis,RI,1254.5702050598034
665,Indianapolis,SC,794.8668296953714
666,Indianapolis,SD,1231.3038339072407
667,Indianapolis,TN,474.32789212806284
668,Indianapolis,TX,1511.6975160225145
669,Indianapolis,UT,2137.9921912998548
670,Indianapolis,VA,702.0852901315334
671,Indianapolis,VT,1238.5088100071328
672,Indianapolis,WA,2895.4264978381616
673,Indianapolis,WI,496.2651700289584
674,Indianapolis,WV,508.71289003653794
675,Indianapolis,WY,1799.9216521463932
676,San Francisco,AK,3582.050651547748
677,San Francisco,AL,3278.179904219406
678,San Francisco,AR,2745.408057089447
679,San Francisco,AZ,1102.900542190211
680,San Francisco,CA,289.2449468672493
681,San Francisco,CO,1461.5824967451772
682,San Francisco,CT,4197.834471269854
683,San Francisco,DC,3930.715344778785
684,San Francisco,DE,4057.8041993780794
685,San Francisco,FL,3962.4135628783242
686,San Francisco,GA,3636.4772094693385
687,San Francisco,HI,3768.1099383673636
688,San Francisco,IA,2540.8714604170464
689,San Francisco,ID,954.1659704652221
690,San Francisco,IL,2855.420892516181
691,San Francisco,IN,3176.1568704271826
692,San Francisco,KS,2091.7553156991935
693,San Francisco,KY,3337.8898910476546
694,San Francisco,LA,2860.810345307361
695,San Francisco,MA,4319.726830576027
696,San Francisco,MD,3960.420864464865
697,San Francisco,ME,4420.620568810955
698,San Francisco,MI,3153.9406121991324
699,San Francisco,MN,2481.335115968541
700,San Francisco,MO,2681.405839916897
701,San Francisco,MS,3056.796995205919
702,San Francisco,MT,1417.5893058337476
703,San Francisco,NC,3848.7106040394033
704,San Francisco,ND,2056.9436163670443
705,San Francisco,NE,1973.151518860583
706,San Francisco,NH,4288.859349867503
707,San Francisco,NJ,4123.575549926044
708,San Francisco,NM,1590.1250839963427
709,San Francisco,NV,539.4266855438915
710,San Francisco,NY,4074.806684431486
711,San Francisco,OH,3404.7163468937674
712,San Francisco,OK,2287.6471607279473
713,San Francisco,OR,690.2237775677003
714,San Francisco,PA,3867.79591627261
715,San Francisco,PR,5810.059465028461
716,San Francisco,RI,4329.9750124677785
717,San Francisco,SC,3726.3397725981263
718,San Francisco,SD,2013.8467959837767
719,San Francisco,TN,3197.1567447640905
720,San Francisco,TX,2152.4374384943017
721,San Francisco,UT,1003.7570934788081
722,San Francisco,VA,3830.6970932982063
723,San Francisco,VT,4186.27425963822
724,San Francisco,WA,1118.9620210757028
725,San Francisco,WI,2897.61440621686
726,San Francisco,WV,3647.537684120021
727,San Francisco,WY,1412.3271300467961
728,Austin,AK,5400.618734822866
729,Austin,AL,1056.405841535349
